customer_id,company_name,industry,company_size_band,country,signup_date,acquisition_channel,assigned_csm
CUST01497,Walsh PLC,Financial Services,SMB,United States,2025-01-02,Paid,
CUST01498,Nelson-Dean,Media,Mid-Market,United Kingdom,2025-11-12,Referral,
CUST01499,Flores and Sons,Manufacturing,SMB,United Kingdom,2024-10-11,Referral,
CUST01500,Booker Inc,Hospitality,SMB,United States,2025-09-16,Organic,
CUST01501,Compton LLC,Logistics,SMB,Singapore,2024-02-18,Organic,
CUST01502,Martinez-Gonzales,Software,Enterprise,United Kingdom,2024-10-02,Referral,
CUST01503,Hall and Sons,Hospitality,Mid-Market,Ireland,2023-07-10,Organic,
CUST01504,Snyder LLC,Software,Mid-Market,United States,2024-07-09,Outbound Sales,Cristian Santos
CUST01505,Collins-Lloyd,Financial Services,SMB,Canada,2025-03-29,Referral,
CUST01506,Ford-Moody,Education,Mid-Market,Australia,2025-03-20,Referral,Gabrielle Davis
CUST01507,Miller-Christensen,Construction,SMB,United States,2024-06-24,Paid,
CUST01508,Brown Group,Healthcare,Mid-Market,India,2024-10-23,Paid,Cristian Santos
CUST01509,Daniels and Sons,Manufacturing,SMB,United States,2025-04-18,Outbound Sales,
CUST01510,Huang LLC,Construction,SMB,India,2024-07-23,Outbound Sales,
CUST01511,Clayton-Martinez,Retail,Enterprise,United Kingdom,2025-06-01,Paid,Jamie Arnold
CUST01512,"Wright, Wise and Ramos",Logistics,SMB,United States,2025-02-21,Paid,
CUST01513,"Vang, Gonzalez and Moss",Construction,Mid-Market,Germany,2024-01-31,Referral,
CUST01514,Boyd and Sons,Education,Enterprise,France,2023-10-13,Outbound Sales,Allison Hill
CUST01515,Price-Ali,Retail,SMB,Canada,2024-03-23,Referral,Allison Hill
CUST01516,Moore-Chandler,Media,SMB,Australia,2025-07-03,Outbound Sales,
CUST01517,"Pineda, Meyer and King",Manufacturing,Mid-Market,United Kingdom,2023-02-21,Organic,
CUST01518,"Evans, Ward and Williams",Software,Mid-Market,United Kingdom,2025-07-12,Paid,Monica Herrera
CUST01519,"Robinson, Rodriguez and Chen",Education,SMB,Singapore,2025-07-09,Outbound Sales,
CUST01520,Smith-Bauer,Construction,Enterprise,United States,2023-05-22,Outbound Sales,Angie Henderson
CUST01521,"Wilson, Mccormick and Smith",Healthcare,Mid-Market,United States,2025-04-11,Outbound Sales,Allison Hill
CUST01522,Perkins Ltd,Logistics,Mid-Market,United States,2025-05-10,Paid,Ryan Munoz
CUST01523,Barker-Moore,Media,SMB,United States,2025-10-13,Paid,
CUST01524,Wright Group,Healthcare,SMB,United States,2025-07-20,Outbound Sales,
CUST01525,Parks LLC,Software,Enterprise,Canada,2024-04-04,Referral,Gabrielle Davis
CUST01526,"Brown, Kelly and Moore",Hospitality,Mid-Market,Netherlands,2025-01-03,Outbound Sales,
CUST01527,"Moody, Martinez and Hall",Healthcare,SMB,Australia,2024-10-01,Outbound Sales,
CUST01528,"Kramer, Sherman and Trujillo",Media,SMB,United States,2025-05-09,Organic,Monica Herrera
CUST01529,Quinn-Smith,Hospitality,SMB,United States,2025-01-02,Organic,
CUST01530,Howard-Taylor,Media,Mid-Market,Canada,2024-05-27,Paid,
CUST01531,Washington Group,Retail,SMB,United States,2023-11-21,Outbound Sales,
CUST01532,"Phillips, Terry and Lopez",Financial Services,Mid-Market,Germany,2025-06-06,Paid,
CUST01533,Stephens LLC,Construction,SMB,Australia,2025-08-08,Paid,
CUST01534,"Mcdonald, Dillon and George",Healthcare,SMB,Germany,2025-06-20,Outbound Sales,
CUST01535,"Martin, Schmidt and Cole",Logistics,Mid-Market,Canada,2025-10-03,Paid,
CUST01536,Weaver-Gibson,Manufacturing,Mid-Market,India,2025-11-13,Organic,Daniel Wagner
CUST01537,"Hunter, Gross and Andrade",Retail,Enterprise,Canada,2025-05-03,Paid,Noah Rhodes
CUST01538,"Vincent, Parsons and Allen",Construction,Mid-Market,India,2024-09-18,Paid,
CUST01539,"Brown, Coffey and Fuentes",Education,SMB,Netherlands,2024-07-27,Referral,
CUST01540,Warren Group,Logistics,Mid-Market,United Kingdom,2025-06-18,Paid,Gina Moore
CUST01541,"Moore, Campbell and Ortiz",Manufacturing,Enterprise,India,2025-05-22,Paid,Gabrielle Davis
CUST01542,Rodriguez-Mills,Logistics,SMB,Canada,2025-07-30,Paid,
CUST01543,Williams and Sons,Software,SMB,United Kingdom,2024-07-07,Paid,
CUST01544,Russo and Sons,Hospitality,Enterprise,United States,2025-10-23,Paid,
CUST01545,Washington Inc,Education,Mid-Market,France,2023-04-09,Referral,
CUST01546,Duncan Group,Education,SMB,United States,2024-12-22,Outbound Sales,
CUST01547,"Burns, Hanson and Garza",Software,SMB,United States,2023-02-11,Outbound Sales,
CUST01548,Diaz PLC,Financial Services,Mid-Market,France,2024-06-06,Referral,Noah Rhodes
CUST01549,"Jones, Conrad and Clark",Manufacturing,Mid-Market,United States,2025-07-15,Paid,
CUST01550,Hebert-Collier,Retail,Mid-Market,United States,2025-07-18,Paid,
CUST01551,Owen-Brown,Construction,SMB,Germany,2024-02-23,Paid,
CUST01552,"Paul, Zamora and Short",Hospitality,Mid-Market,United States,2025-10-02,Outbound Sales,Gina Moore
CUST01553,"Brown, Jensen and Rice",Software,Mid-Market,United States,2024-11-26,Referral,
CUST01554,"Jones, Torres and Blackburn",Financial Services,Mid-Market,United States,2024-11-15,Organic,
CUST01555,"Davis, Hardy and Schmidt",Software,SMB,Germany,2024-07-20,Paid,
CUST01556,Lee Ltd,Education,SMB,United States,2025-08-22,Outbound Sales,
CUST01557,Hudson and Sons,Hospitality,SMB,United States,2025-10-01,Organic,
CUST01558,"Curry, Perry and Garcia",Education,SMB,United States,2025-10-24,Organic,
CUST01559,"Ray, Craig and Park",Software,SMB,United States,2024-12-25,Referral,
CUST01560,Andrade-Jackson,Manufacturing,SMB,France,2024-04-13,Organic,
CUST01561,Pierce PLC,Healthcare,SMB,United States,2025-11-24,Paid,
CUST01562,Sandoval-Ferguson,Construction,SMB,Germany,2025-09-18,Organic,Monica Herrera
CUST01563,"Ramos, Gomez and Edwards",Construction,SMB,United States,2024-01-15,Paid,
CUST01564,Kirk-Gutierrez,Construction,SMB,United States,2025-11-01,Outbound Sales,
CUST01565,"Jordan, Swanson and Franklin",Manufacturing,SMB,United Kingdom,2024-12-12,Referral,
CUST01566,"Gardner, Brooks and Pierce",Manufacturing,Enterprise,France,2024-10-10,Referral,Angie Henderson
CUST01567,"King, Nixon and West",Hospitality,SMB,United Kingdom,2024-06-03,Outbound Sales,
CUST01568,Smith-Johnson,Healthcare,SMB,Australia,2025-06-19,Paid,
CUST01569,Larson-Holmes,Healthcare,Mid-Market,United Kingdom,2023-11-09,Paid,
CUST01570,Smith-Joyce,Retail,Mid-Market,Singapore,2025-02-11,Organic,Angie Henderson
CUST01571,Foley Inc,Software,SMB,Germany,2025-08-14,Organic,
CUST01572,"Short, Ellison and Dixon",Media,SMB,United Kingdom,2024-07-01,Organic,
CUST01573,"Howe, Moore and Johnson",Education,SMB,United States,2023-05-07,Referral,
CUST01574,Moore-Baker,Healthcare,Enterprise,United States,2024-10-19,Paid,Angie Henderson
CUST01575,"Wright, Scott and Evans",Construction,Mid-Market,United States,2025-11-01,Outbound Sales,
CUST01576,"Ross, Hardin and Navarro",Manufacturing,SMB,Germany,2024-11-22,Referral,
CUST01577,"Nguyen, Olson and Freeman",Logistics,SMB,United Kingdom,2025-03-22,Outbound Sales,
CUST01578,"Warner, Weiss and Davis",Logistics,Mid-Market,United States,2024-11-28,Paid,Jamie Arnold
CUST01579,"Evans, Cross and Johnston",Media,SMB,Canada,2025-08-21,Paid,
CUST01580,Deleon LLC,Manufacturing,Mid-Market,Germany,2025-02-09,Organic,
CUST01581,Hobbs-Hamilton,Software,Mid-Market,United States,2024-08-09,Outbound Sales,Cristian Santos
CUST01582,Kane and Sons,Manufacturing,Enterprise,United States,2025-08-18,Paid,Daniel Wagner
CUST01583,"Delgado, Guzman and Smith",Logistics,Enterprise,United Kingdom,2025-03-14,Organic,Ryan Munoz
CUST01584,"Reyes, Torres and Williams",Logistics,SMB,Germany,2024-02-13,Organic,
CUST01585,"Cunningham, Murphy and Wolfe",Software,Mid-Market,Germany,2024-05-01,Organic,
CUST01586,Williams Ltd,Financial Services,SMB,Singapore,2025-09-23,Outbound Sales,
CUST01587,Maddox-Mullins,Construction,Mid-Market,India,2025-04-22,Paid,Ryan Munoz
CUST01588,"Wagner, Walker and Roberts",Software,SMB,Canada,2025-04-14,Paid,
CUST01589,Hernandez-Rogers,Software,SMB,Germany,2025-10-12,Organic,
CUST01590,Duncan-Williams,Hospitality,SMB,Australia,2025-07-11,Outbound Sales,
CUST01591,Baker-Ross,Hospitality,Enterprise,United States,2025-04-26,Organic,
CUST01592,Ayala-Anderson,Software,SMB,Germany,2025-09-06,Organic,
CUST01593,Castillo and Sons,Education,Enterprise,United States,2024-02-24,Paid,Cristian Santos
CUST01594,Foster-Duncan,Construction,SMB,United States,2023-08-14,Paid,
CUST01595,"Gilbert, Fitzgerald and Sanchez",Healthcare,Enterprise,Australia,2024-04-10,Outbound Sales,Gina Moore
CUST01596,Adams Group,Hospitality,SMB,France,2025-07-27,Referral,
CUST01597,Cohen-Johnston,Hospitality,SMB,United States,2025-06-17,Organic,
CUST01598,Powers Group,Logistics,Mid-Market,India,2025-01-13,Outbound Sales,
CUST01599,Bailey-Flores,Manufacturing,Mid-Market,United States,2024-08-14,Paid,Gina Moore
CUST01600,"Rios, Carrillo and Jackson",Healthcare,SMB,United States,2025-01-14,Outbound Sales,
CUST01601,Jensen-Branch,Retail,Mid-Market,Germany,2024-01-02,Outbound Sales,
CUST01602,Hanson-Alexander,Retail,SMB,India,2024-07-28,Referral,
CUST01603,Gonzalez LLC,Hospitality,Mid-Market,United Kingdom,2025-05-17,Organic,
CUST01604,Todd Inc,Hospitality,Mid-Market,Canada,2025-05-05,Paid,
CUST01605,Singh and Sons,Financial Services,SMB,Singapore,2025-08-21,Paid,
CUST01606,"Mcintosh, Melton and Wilkins",Healthcare,SMB,Singapore,2024-06-27,Paid,
CUST01607,Cooper Inc,Software,SMB,Germany,2024-07-16,Organic,
CUST01608,Cole-Johnson,Logistics,SMB,United States,2025-09-18,Paid,
CUST01609,Singh and Sons,Healthcare,Enterprise,United States,2023-09-07,Referral,Daniel Wagner
CUST01610,Payne LLC,Logistics,SMB,Germany,2023-08-09,Outbound Sales,
CUST01611,"Webb, Blair and Thomas",Manufacturing,SMB,United States,2025-11-11,Referral,
CUST01612,"Barnett, Bennett and Escobar",Logistics,SMB,United States,2024-07-04,Paid,
CUST01613,"Williams, Jackson and Campbell",Construction,Mid-Market,United States,2025-11-05,Organic,
CUST01614,"Williamson, Brown and Pena",Hospitality,SMB,Canada,2024-10-08,Paid,
CUST01615,Jones Ltd,Healthcare,SMB,United Kingdom,2025-07-13,Referral,
CUST01616,Alvarado-Durham,Software,SMB,Australia,2025-04-14,Paid,
CUST01617,Lin-Smith,Construction,SMB,United States,2024-06-12,Organic,
CUST01618,"Hughes, Whitney and Romero",Software,Mid-Market,France,2025-07-11,Organic,
CUST01619,"Garcia, Stewart and Delacruz",Healthcare,Enterprise,United Kingdom,2025-04-15,Outbound Sales,Monica Herrera
CUST01620,"Miller, Gonzalez and Rasmussen",Construction,Enterprise,United States,2024-05-16,Paid,Ryan Munoz
CUST01621,"House, Smith and Wright",Logistics,Mid-Market,Ireland,2024-11-24,Organic,
CUST01622,"Torres, Burns and Garner",Software,Mid-Market,United States,2025-02-12,Referral,
CUST01623,Reed LLC,Financial Services,SMB,United States,2025-11-18,Referral,
CUST01624,Garrett-Young,Media,SMB,India,2024-07-13,Organic,
CUST01625,"Hill, Brown and Scott",Logistics,SMB,Australia,2024-02-08,Referral,
CUST01626,Zamora-Briggs,Education,SMB,United States,2025-10-29,Outbound Sales,
CUST01627,Raymond LLC,Manufacturing,Mid-Market,Australia,2025-11-16,Paid,
CUST01628,Hernandez Group,Retail,SMB,United Kingdom,2025-11-13,Paid,
CUST01629,"Taylor, Blair and Meyer",Hospitality,SMB,Germany,2025-05-22,Paid,
CUST01630,"Salazar, Garrett and Perez",Construction,SMB,United States,2025-10-22,Paid,
CUST01631,Berry Group,Education,SMB,Singapore,2024-01-15,Outbound Sales,
CUST01632,Browning-Murphy,Education,SMB,Germany,2024-11-21,Paid,
CUST01633,"Anderson, Delgado and Carpenter",Financial Services,Enterprise,United States,2024-12-19,Paid,Angie Henderson
CUST01634,"Mcbride, Huffman and Parker",Logistics,SMB,United States,2025-06-16,Paid,
CUST01635,"Roach, Browning and Jordan",Construction,Mid-Market,Singapore,2025-02-06,Organic,
CUST01636,Douglas PLC,Manufacturing,SMB,United States,2025-07-12,Organic,
CUST01637,Stewart PLC,Retail,SMB,United States,2023-11-12,Outbound Sales,
CUST01638,"Fry, Wilson and Stewart",Construction,SMB,United States,2025-10-30,Paid,
CUST01639,Acosta LLC,Financial Services,Enterprise,United Kingdom,2024-10-09,Organic,Connie Lawrence
CUST01640,Ali-Turner,Software,SMB,Germany,2024-08-29,Referral,
CUST01641,"Peck, Shannon and Mahoney",Education,SMB,United Kingdom,2025-10-30,Paid,
CUST01642,Hernandez-Lopez,Hospitality,SMB,United States,2023-10-21,Paid,
CUST01643,Lopez PLC,Retail,SMB,India,2023-06-11,Referral,
CUST01644,"Adams, Bradley and Hall",Construction,SMB,Canada,2024-09-20,Organic,
CUST01645,Hall Inc,Financial Services,Enterprise,United States,2024-01-05,Outbound Sales,Connie Lawrence
CUST01646,Miller-Chan,Logistics,Mid-Market,United Kingdom,2024-02-20,Referral,
CUST01647,Shaw PLC,Logistics,SMB,United Kingdom,2025-08-18,Referral,
CUST01648,Joseph-Brooks,Hospitality,SMB,Germany,2025-08-16,Referral,
CUST01649,Henry-Taylor,Media,Mid-Market,Germany,2023-07-17,Paid,Jamie Arnold
CUST01650,Perez Group,Construction,Mid-Market,United States,2025-04-18,Outbound Sales,
CUST01651,Schaefer Group,Hospitality,Enterprise,Ireland,2023-05-16,Referral,Allison Hill
CUST01652,Newton and Sons,Unknown,Enterprise,United States,2025-11-21,Referral,
CUST01653,Jones Group,Software,SMB,United States,2025-07-28,Organic,
CUST01654,"Burns, Nguyen and Ellis",Hospitality,SMB,Germany,2024-11-04,Referral,
CUST01655,Patterson Inc,Media,SMB,United States,2023-11-14,Referral,
CUST01656,"Moss, James and Edwards",Education,Mid-Market,Canada,2024-12-20,Paid,Jamie Arnold
CUST01657,"Crosby, Armstrong and Herrera",Education,SMB,Ireland,2025-09-28,Paid,
CUST01658,"Liu, Buchanan and Meyer",Unknown,Mid-Market,United Kingdom,2023-06-21,Organic,
CUST01659,Bryant-Rich,Education,Enterprise,Germany,2023-11-16,Organic,Daniel Wagner
CUST01660,Stone Group,Financial Services,Mid-Market,Australia,2025-05-22,Organic,
CUST01661,"Williams, Hughes and Hubbard",Retail,Mid-Market,United States,2025-06-29,Organic,Gina Moore
CUST01662,Lee Group,Hospitality,SMB,United States,2024-10-12,Paid,
CUST01663,Wilkerson-Ayala,Logistics,SMB,United States,2023-08-02,Referral,
CUST01664,Murray-Henderson,Financial Services,SMB,Netherlands,2025-07-21,Outbound Sales,
CUST01665,"Ellison, Vaughn and Mckee",Hospitality,SMB,Germany,2024-06-03,Paid,
CUST01666,Gallegos-Hayes,Software,Mid-Market,United States,2025-10-13,Outbound Sales,
CUST01667,"Mason, White and Richards",Hospitality,Mid-Market,Australia,2025-08-21,Paid,
CUST01668,"Payne, Long and Morris",Software,SMB,France,2025-02-06,Paid,
CUST01669,White PLC,Retail,Mid-Market,Canada,2024-05-03,Paid,
CUST01670,"Huang, Khan and Davis",Retail,Mid-Market,Singapore,2023-08-14,Paid,
CUST01671,Holt-Meadows,Education,Mid-Market,United States,2025-09-17,Paid,Allison Hill
CUST01672,Higgins Inc,Manufacturing,SMB,United States,2025-03-09,Organic,
CUST01673,Wilson Group,Education,Mid-Market,United States,2024-07-03,Paid,
CUST01674,"Cox, Mills and Cruz",Retail,Mid-Market,United Kingdom,2025-08-14,Referral,Cristian Santos
CUST01675,"Salazar, Moore and Pierce",Software,SMB,United Kingdom,2024-11-30,Referral,
CUST01676,Tate LLC,Retail,SMB,United States,2024-06-26,Referral,
CUST01677,"Savage, Huffman and Martin",Financial Services,SMB,United States,2025-06-02,Outbound Sales,
CUST01678,White Ltd,Education,SMB,Ireland,2024-10-08,Referral,
CUST01679,Barnes LLC,Education,Mid-Market,United States,2025-11-11,Referral,
CUST01680,"Mack, Griffin and Sims",Logistics,Mid-Market,Australia,2025-01-10,Outbound Sales,
CUST01681,Roach and Sons,Software,SMB,France,2025-04-13,Paid,
CUST01682,Dean LLC,Media,SMB,United States,2024-07-12,Paid,
CUST01683,Ellis Group,Construction,SMB,Ireland,2024-10-23,Paid,
CUST01684,"Aguirre, Franklin and Snyder",Logistics,SMB,India,2025-04-05,Outbound Sales,
CUST01685,Chapman Group,Manufacturing,Mid-Market,United States,2024-06-27,Organic,Jamie Arnold
CUST01686,Ortiz-Miller,Retail,SMB,United States,2025-11-24,Paid,
CUST01687,"Smith, Khan and Ramirez",Logistics,SMB,Australia,2023-11-02,Outbound Sales,
CUST01688,"Grant, Bryan and Williams",Logistics,SMB,United Kingdom,2023-07-08,Referral,
CUST01689,Brown LLC,Logistics,SMB,United States,2025-05-28,Paid,
CUST01690,Thomas Inc,Healthcare,Mid-Market,Canada,2025-09-20,Organic,
CUST01691,"Lane, Morrison and Rivera",Financial Services,Mid-Market,United States,2025-06-21,Paid,
CUST01692,Williams Group,Financial Services,SMB,Germany,2024-11-18,Outbound Sales,
CUST01693,Martin LLC,Logistics,Enterprise,Netherlands,2024-08-10,Outbound Sales,
CUST01694,"Guerrero, Graves and Armstrong",Retail,SMB,United Kingdom,2025-03-02,Organic,Connie Lawrence
CUST01695,"Thompson, Gibson and Riley",Education,SMB,United States,2025-01-06,Organic,
CUST01696,Davis LLC,Healthcare,Mid-Market,United States,2025-05-25,Referral,
CUST01697,Richardson-Gray,Retail,SMB,United States,2025-10-26,Outbound Sales,
CUST01698,Chang PLC,Education,Mid-Market,United States,2025-02-25,Organic,Gabrielle Davis
CUST01699,Carter and Sons,Manufacturing,Mid-Market,United States,2025-01-24,Outbound Sales,Ryan Munoz
CUST01700,Neal LLC,Logistics,Enterprise,Ireland,2025-03-26,Organic,Abigail Shaffer
CUST01701,Rose-Warren,Construction,SMB,United States,2024-08-20,Outbound Sales,
CUST01702,"Clark, Brown and Duncan",Construction,Mid-Market,United States,2025-04-21,Outbound Sales,Connie Lawrence
CUST01703,"Rice, Miller and Ramsey",Retail,SMB,Germany,2025-07-01,Referral,
CUST01704,"Peck, Andersen and Mitchell",Logistics,SMB,France,2025-10-24,Paid,
CUST01705,"Abbott, Green and Andrews",Financial Services,SMB,United Kingdom,2024-04-03,Paid,
CUST01706,"Gomez, Anderson and Hart",Healthcare,SMB,United Kingdom,2025-08-10,Referral,
CUST01707,"Daniel, Jimenez and Morton",Construction,Enterprise,United States,2025-03-27,Outbound Sales,Noah Rhodes
CUST01708,"Hall, Roberts and Lee",Media,SMB,United States,2025-10-05,Paid,
CUST01709,Johnson Ltd,Software,Mid-Market,Germany,2025-08-22,Referral,Noah Rhodes
CUST01710,Mclaughlin and Sons,Construction,SMB,Singapore,2024-11-11,Paid,
CUST01711,"Duarte, Gutierrez and Cook",Software,Enterprise,United States,2025-05-24,Paid,Angie Henderson
CUST01712,"Shaffer, Lewis and Davidson",Education,Mid-Market,United States,2025-04-20,Outbound Sales,
CUST01713,"Campbell, Tyler and Parker",Manufacturing,SMB,Netherlands,2025-05-29,Outbound Sales,
CUST01714,"Pierce, Wang and Wilson",Education,SMB,France,2025-10-12,Paid,
CUST01715,Peterson-Ramsey,Education,SMB,United Kingdom,2024-08-26,Organic,
CUST01716,"Choi, Collier and Lee",Financial Services,SMB,Germany,2024-04-24,Paid,
CUST01717,Nielsen-Mendoza,Construction,SMB,India,2025-10-04,Organic,
CUST01718,Robles-Brewer,Healthcare,SMB,Netherlands,2025-07-30,Paid,
CUST01719,Moore-Murray,Hospitality,Mid-Market,United States,2024-12-05,Outbound Sales,
CUST01720,"Huang, Ford and Olsen",Financial Services,SMB,Canada,2024-10-20,Paid,
CUST01721,"Brown, Meyer and Cunningham",Software,SMB,Germany,2025-09-22,Organic,
CUST01722,"Stewart, Herrera and Clark",Unknown,SMB,Germany,2024-07-20,Referral,
CUST01723,"Rivera, Hendricks and Flynn",Media,SMB,France,2025-11-27,Organic,
CUST01724,Montes LLC,Healthcare,Enterprise,France,2024-01-06,Organic,Gina Moore
CUST01725,Morgan Group,Financial Services,Enterprise,United States,2025-02-17,Outbound Sales,Abigail Shaffer
CUST01726,"Ferguson, Martin and Obrien",Healthcare,Mid-Market,United States,2025-09-22,Organic,
CUST01727,Larson LLC,Software,Mid-Market,United States,2023-08-20,Paid,Angie Henderson
CUST01728,"Hodge, Mckinney and Nelson",Media,Mid-Market,Singapore,2025-01-16,Referral,
CUST01729,Crawford and Sons,Healthcare,Mid-Market,United Kingdom,2024-08-15,Organic,
CUST01730,Hayes-Sampson,Logistics,SMB,United Kingdom,2023-12-25,Referral,
CUST01731,Warren and Sons,Media,SMB,United Kingdom,2024-06-27,Referral,
CUST01732,Brooks Inc,Media,SMB,Canada,2024-05-31,Organic,
CUST01733,Gentry Group,Financial Services,SMB,United Kingdom,2023-08-22,Paid,
CUST01734,"Johnson, Webb and Porter",Software,Mid-Market,Germany,2024-04-30,Organic,
CUST01735,Peterson Group,Manufacturing,Enterprise,United States,2025-02-14,Organic,Jamie Arnold
CUST01736,"Russo, Collins and Murphy",Hospitality,SMB,United States,2025-06-30,Paid,
CUST01737,Short PLC,Logistics,SMB,Singapore,2024-04-28,Referral,
CUST01738,"Haney, Harris and Johnson",Logistics,Mid-Market,United States,2023-12-17,Organic,Jamie Arnold
CUST01739,Reeves-Boyd,Hospitality,SMB,Germany,2024-08-04,Organic,
CUST01740,Collins Inc,Education,Mid-Market,Ireland,2025-04-17,Paid,
CUST01741,"Charles, Wiggins and Cook",Construction,Enterprise,Singapore,2024-09-29,Organic,Noah Rhodes
CUST01742,Garcia Ltd,Retail,SMB,India,2025-02-18,Organic,
CUST01743,"Edwards, Lane and Collins",Construction,Mid-Market,United States,2025-06-03,Paid,
CUST01744,Flores and Sons,Unknown,Mid-Market,Canada,2025-06-19,Outbound Sales,
CUST01745,Hill-Flores,Logistics,SMB,India,2024-06-19,Paid,
CUST01746,Lambert-Nelson,Financial Services,Mid-Market,United Kingdom,2024-06-13,Paid,Cristian Santos
CUST01747,Hill Inc,Education,SMB,India,2024-07-23,Paid,
CUST01748,"Castro, Garcia and Daniels",Software,Enterprise,United Kingdom,2023-12-04,Organic,Monica Herrera
CUST01749,"Flores, Thomas and Bush",Software,Mid-Market,United Kingdom,2024-12-28,Organic,
CUST01750,Andrews-Jackson,Construction,SMB,United States,2024-01-16,Organic,
CUST01751,Austin-Morgan,Retail,Mid-Market,United States,2024-07-22,Organic,
CUST01752,Williams-Johnson,Healthcare,Enterprise,United States,2024-10-03,Organic,Ryan Munoz
CUST01753,"Williams, Reyes and Miller",Software,SMB,Germany,2025-03-04,Outbound Sales,
CUST01754,White-Carlson,Construction,Mid-Market,India,2024-02-22,Paid,Jamie Arnold
CUST01755,"Soto, Vaughn and Griffin",Healthcare,SMB,United States,2025-03-26,Paid,
CUST01756,Edwards-Roth,Logistics,SMB,Ireland,2024-06-30,Outbound Sales,
CUST01757,"Chang, Lamb and Miller",Software,SMB,Singapore,2024-09-16,Referral,
CUST01758,Bradley-Davis,Healthcare,SMB,Canada,2025-07-13,Organic,
CUST01759,"Mcdonald, Bryant and Cohen",Logistics,Enterprise,United States,2024-03-12,Referral,Abigail Shaffer
CUST01760,"Miranda, Ruiz and Meza",Logistics,SMB,United States,2025-02-20,Organic,
CUST01761,Callahan PLC,Construction,Mid-Market,United States,2025-02-02,Outbound Sales,
CUST01762,Durham-Myers,Education,Mid-Market,United Kingdom,2025-08-02,Organic,Noah Rhodes
CUST01763,"Stark, Rivera and Valencia",Logistics,SMB,United Kingdom,2025-09-13,Paid,
CUST01764,Chavez-Johnson,Hospitality,Mid-Market,Australia,2024-10-29,Referral,Daniel Wagner
CUST01765,Rodriguez-Mendoza,Logistics,SMB,Ireland,2024-02-22,Organic,
CUST01766,Campbell LLC,Media,SMB,Germany,2024-10-04,Paid,
CUST01767,"Andrews, Romero and Sullivan",Financial Services,SMB,United Kingdom,2025-07-06,Paid,
CUST01768,"Robles, Nguyen and Banks",Software,SMB,Canada,2025-04-14,Outbound Sales,
CUST01769,Patel-Morales,Financial Services,Mid-Market,Singapore,2024-07-12,Outbound Sales,Abigail Shaffer
CUST01770,Allen-Sanchez,Education,Mid-Market,France,2025-05-30,Paid,Connie Lawrence
CUST01771,Dickson Group,Education,Enterprise,Canada,2023-08-02,Referral,Monica Herrera
CUST01772,Peterson Ltd,Manufacturing,SMB,United States,2023-11-03,Referral,
CUST01773,"Reynolds, Baird and Bradley",Manufacturing,SMB,Singapore,2025-09-21,Referral,Gabrielle Davis
CUST01774,Stephens-Young,Healthcare,Mid-Market,United Kingdom,2025-04-01,Referral,Connie Lawrence
CUST01775,"Caldwell, Stevenson and Joseph",Retail,Enterprise,United States,2025-06-07,Organic,
CUST01776,Wilson-Carlson,Logistics,SMB,United States,2024-10-08,Paid,
CUST01777,Peters-Short,Unknown,Mid-Market,United Kingdom,2023-08-18,Paid,
CUST01778,Parker Group,Construction,Mid-Market,India,2025-06-23,Paid,Monica Herrera
CUST01779,George Ltd,Construction,SMB,Singapore,2025-11-21,Paid,Monica Herrera
CUST01780,"Wise, Gray and Snyder",Retail,SMB,United States,2025-04-10,Organic,
CUST01781,"Brown, Robinson and Taylor",Construction,SMB,France,2025-08-09,Outbound Sales,
CUST01782,"Berger, Fields and Smith",Retail,Mid-Market,Australia,2025-05-12,Referral,
CUST01783,Guerrero Group,Logistics,Mid-Market,India,2025-09-27,Organic,Monica Herrera
CUST01784,"Carter, Gilbert and West",Education,SMB,Canada,2025-09-05,Paid,
CUST01785,Maldonado LLC,Financial Services,SMB,United States,2025-05-03,Outbound Sales,
CUST01786,Hudson-Gentry,Education,Mid-Market,Australia,2024-04-13,Organic,
CUST01787,Sellers-Zuniga,Financial Services,SMB,United States,2024-04-22,Referral,
CUST01788,"Haas, Cooper and Davis",Education,Mid-Market,United States,2025-10-08,Paid,Angie Henderson
CUST01789,Carr PLC,Manufacturing,SMB,United Kingdom,2025-09-23,Outbound Sales,
CUST01790,Abbott-Phelps,Logistics,Enterprise,India,2025-10-27,Organic,Noah Rhodes
CUST01791,Wood PLC,Manufacturing,SMB,Singapore,2023-04-09,Referral,
CUST01792,Smith PLC,Logistics,SMB,Germany,2025-09-16,Referral,
CUST01793,Rodriguez-Campbell,Retail,SMB,Canada,2025-01-11,Organic,
CUST01794,Young Ltd,Logistics,Mid-Market,Australia,2025-07-15,Referral,Allison Hill
CUST01795,"Long, Flores and Reyes",Software,SMB,Australia,2024-08-15,Organic,
CUST01796,Graham-Clark,Education,Mid-Market,United States,2025-07-06,Referral,Angie Henderson
CUST01797,Wells and Sons,Construction,Mid-Market,Germany,2025-05-17,Referral,Allison Hill
CUST01798,"Cruz, Middleton and Larsen",Logistics,Mid-Market,United Kingdom,2025-11-02,Outbound Sales,
CUST01799,Roberts Ltd,Retail,SMB,United States,2024-10-14,Paid,
CUST01800,Taylor Inc,Logistics,SMB,United States,2025-11-20,Organic,
CUST01801,"Smith, Griffith and Tucker",Financial Services,Enterprise,Canada,2025-07-09,Paid,Connie Lawrence
CUST01802,Proctor-Taylor,Retail,SMB,United States,2025-04-10,Paid,
