ticket_id,customer_id,created_date,priority,category,resolution_hours,csat_score
TKT0005800,CUST02740,2024-10-09,Medium,General Question,4.0,5
TKT0005801,CUST02740,2025-06-18,Low,Account Access,9.0,4
TKT0005802,CUST02008,2024-11-29,High,Account Access,4.0,4
TKT0005803,CUST02008,2025-01-06,Medium,Performance Issue,4.0,5
TKT0005804,CUST02008,2025-01-21,Urgent,Bug Report,198.0,2
TKT0005805,CUST02008,2024-12-06,High,Bug Report,53.0,1
TKT0005806,CUST02008,2024-12-05,High,Performance Issue,21.0,1
TKT0005807,CUST02495,2024-11-05,High,Bug Report,28.0,2
TKT0005808,CUST02495,2024-09-10,High,Feature Request,16.0,3
TKT0005809,CUST02495,2025-01-24,Medium,Onboarding Help,27.0,2
TKT0005810,CUST02495,2025-03-22,Medium,Account Access,11.0,4
TKT0005811,CUST02495,2024-12-30,Medium,Performance Issue,46.0,4
TKT0005812,CUST02495,2025-01-26,Low,Account Access,3.0,4
TKT0005813,CUST02495,2024-10-17,Medium,Billing,5.0,4
TKT0005814,CUST02495,2025-06-01,Urgent,Bug Report,50.0,1
TKT0005815,CUST02495,2025-05-10,Urgent,Bug Report,13.0,1
TKT0005816,CUST00993,2025-01-12,Medium,General Question,25.0,5
TKT0005817,CUST00993,2025-03-25,Low,Account Access,7.0,3
TKT0005818,CUST00993,2025-11-27,Medium,Performance Issue,30.0,1
TKT0005819,CUST00993,2024-11-08,Medium,Performance Issue,19.0,4
TKT0005820,CUST00993,2025-04-28,Low,Billing,17.0,4
TKT0005821,CUST00993,2025-08-27,Low,Billing,5.0,5
TKT0005822,CUST00993,2024-10-13,Low,General Question,13.0,4
TKT0005823,CUST02779,2024-11-04,Urgent,Billing,3.0,4
TKT0005824,CUST02779,2024-11-18,Low,Onboarding Help,15.0,2
TKT0005826,CUST02779,2024-11-21,Urgent,Bug Report,228.0,2
TKT0005827,CUST00005,2025-03-20,Low,Bug Report,8.0,2
TKT0005828,CUST00005,2025-10-29,Low,Bug Report,46.0,3
TKT0005829,CUST00005,2025-03-10,Low,General Question,28.0,5
TKT0005830,CUST00005,2024-09-14,Urgent,Performance Issue,33.0,4
TKT0005831,CUST00005,2024-12-27,High,General Question,18.0,5
TKT0005832,CUST00005,2025-12-26,Medium,Billing,11.0,2
TKT0005833,CUST00005,2025-02-25,Low,Feature Request,7.0,3
TKT0005834,CUST02458,2025-10-20,High,Billing,1.0,4
TKT0005835,CUST02458,2025-02-18,Low,Billing,8.0,5
TKT0005836,CUST02458,2025-01-18,Medium,Account Access,25.0,5
TKT0005837,CUST02458,2025-12-19,Medium,Billing,16.0,4
TKT0005838,CUST02458,2025-08-04,Low,Bug Report,5.0,1
TKT0005839,CUST02458,2025-11-30,Urgent,General Question,15.0,5
TKT0005840,CUST02458,2025-02-01,High,Account Access,11.0,4
TKT0005841,CUST02458,2024-09-28,Low,Account Access,49.0,3
TKT0005842,CUST01998,2025-10-27,Low,Billing,28.0,4
TKT0005843,CUST01998,2024-12-30,High,General Question,30.0,4
TKT0005844,CUST01998,2025-06-18,Urgent,Bug Report,26.0,4
TKT0005845,CUST01998,2025-07-04,Low,Performance Issue,14.0,3
TKT0005846,CUST01998,2025-08-08,Low,Bug Report,2.0,4
TKT0005847,CUST01837,2025-12-22,Medium,Billing,19.0,1
TKT0005848,CUST01837,2024-09-26,Low,Bug Report,35.0,3
TKT0005849,CUST01837,2024-09-19,Low,General Question,3.0,3
TKT0005850,CUST01969,2025-06-16,Low,General Question,3.0,5
TKT0005851,CUST01969,2025-03-27,Low,Account Access,22.0,5
TKT0005852,CUST01969,2024-09-10,High,Billing,7.0,5
TKT0005853,CUST01969,2025-07-16,Low,General Question,4.0,1
TKT0005854,CUST01969,2024-10-10,Low,General Question,13.0,3
TKT0005855,CUST01969,2025-11-30,Low,Performance Issue,32.0,4
TKT0005856,CUST01969,2025-03-31,Low,Feature Request,6.0,5
TKT0005857,CUST01969,2025-02-02,Medium,Onboarding Help,13.0,4
TKT0005858,CUST00507,2024-11-08,Urgent,Bug Report,17.0,4
TKT0005859,CUST00507,2024-09-27,Medium,Bug Report,6.0,3
TKT0005860,CUST00507,2024-10-11,Urgent,Billing,30.0,1
TKT0005861,CUST00507,2024-11-21,Urgent,Performance Issue,24.0,1
TKT0005862,CUST00507,2024-10-19,High,Performance Issue,36.0,1
TKT0005863,CUST00473,2024-11-06,Urgent,Performance Issue,17.0,2
TKT0005864,CUST00473,2024-10-26,Urgent,Bug Report,40.0,1
TKT0005865,CUST00473,2024-10-23,Urgent,Billing,4.0,1
TKT0005866,CUST00473,2024-11-27,Urgent,Billing,11.0,1
TKT0005867,CUST00589,2024-12-02,Medium,Onboarding Help,5.0,2
TKT0005868,CUST00589,2025-02-10,High,Bug Report,8.0,1
TKT0005869,CUST00589,2025-03-04,High,Performance Issue,131.0,3
TKT0005870,CUST02666,2025-01-27,Urgent,Account Access,35.0,4
TKT0005871,CUST02666,2025-11-11,High,General Question,56.0,2
TKT0005872,CUST02666,2024-10-10,Low,Feature Request,8.0,5
TKT0005873,CUST02115,2025-01-25,Medium,Performance Issue,1.0,4
TKT0005874,CUST02115,2025-01-14,Low,Bug Report,9.0,3
TKT0005875,CUST02115,2025-11-24,Low,Billing,11.0,5
TKT0005876,CUST02115,2024-09-24,Low,Bug Report,22.0,4
TKT0005877,CUST02115,2024-11-22,Medium,Onboarding Help,36.0,4
TKT0005878,CUST02115,2025-03-03,Medium,Performance Issue,59.0,3
TKT0005879,CUST02115,2024-12-04,Low,Performance Issue,22.0,4
TKT0005880,CUST01238,2025-05-25,Medium,Feature Request,6.0,5
TKT0005881,CUST01238,2025-07-12,Medium,General Question,6.0,4
TKT0005882,CUST02422,2025-10-21,Low,Feature Request,26.0,5
TKT0005883,CUST02422,2025-07-25,Medium,Billing,19.0,3
TKT0005884,CUST02422,2025-08-17,Low,Feature Request,101.0,5
TKT0005885,CUST02422,2025-03-24,High,Billing,19.0,3
TKT0005886,CUST02422,2024-10-03,Low,General Question,4.0,3
TKT0005887,CUST02422,2025-03-24,Urgent,Bug Report,7.0,4
TKT0005888,CUST02422,2024-12-25,Medium,General Question,8.0,5
TKT0005889,CUST00194,2024-12-01,Low,Onboarding Help,30.0,3
TKT0005890,CUST00194,2025-05-08,Medium,Account Access,86.0,3
TKT0005891,CUST00194,2025-01-31,High,Feature Request,15.0,5
TKT0005892,CUST00194,2025-01-07,Medium,Feature Request,17.0,3
TKT0005893,CUST00194,2025-03-26,Medium,Feature Request,48.0,4
TKT0005894,CUST01462,2025-01-05,High,Account Access,2.0,5
TKT0005895,CUST01462,2024-11-08,Medium,Account Access,15.0,5
TKT0005896,CUST01462,2025-03-07,Urgent,Bug Report,7.0,4
TKT0005897,CUST01462,2025-04-10,Low,Account Access,5.0,5
TKT0005898,CUST01462,2024-10-21,Medium,Onboarding Help,5.0,3
TKT0005899,CUST01462,2024-12-15,High,Billing,6.0,3
TKT0005900,CUST01462,2024-12-18,Medium,Billing,15.0,1
TKT0005901,CUST01462,2025-11-25,Low,Account Access,20.0,5
TKT0005902,CUST01462,2025-08-05,Low,General Question,6.0,4
TKT0005903,CUST01462,2024-09-14,Low,Bug Report,50.0,4
TKT0005904,CUST01462,2025-06-19,Medium,General Question,15.0,4
TKT0005905,CUST00980,2025-07-17,Medium,Onboarding Help,6.0,5
TKT0005906,CUST00980,2025-03-10,Medium,General Question,4.0,2
TKT0005907,CUST00980,2025-06-03,Low,Bug Report,31.0,2
TKT0005908,CUST00980,2025-09-26,Low,Account Access,31.0,4
TKT0005909,CUST01938,2024-12-29,High,General Question,22.0,3
TKT0005910,CUST01938,2024-12-31,Low,Bug Report,23.0,1
TKT0005911,CUST01938,2024-12-25,High,Bug Report,9.0,3
TKT0005912,CUST01938,2024-11-10,High,Performance Issue,50.0,1
TKT0005913,CUST02877,2024-09-20,Low,Feature Request,5.0,5
TKT0005914,CUST02877,2024-10-14,Urgent,Performance Issue,43.0,1
TKT0005915,CUST02877,2024-10-24,Urgent,Billing,81.0,2
TKT0005916,CUST02877,2024-09-28,Urgent,Performance Issue,63.0,2
TKT0005917,CUST01055,2025-12-01,Medium,Bug Report,58.0,4
TKT0005918,CUST01055,2025-11-11,Medium,Feature Request,52.0,5
TKT0005919,CUST01055,2024-12-03,Medium,Account Access,28.0,2
TKT0005920,CUST01055,2025-09-02,Medium,Billing,6.0,3
TKT0005921,CUST00512,2024-11-27,Low,Bug Report,11.0,4
TKT0005922,CUST00512,2025-09-30,Low,Account Access,1.0,4
TKT0005923,CUST01226,2025-10-30,Low,Feature Request,17.0,5
TKT0005924,CUST01226,2024-10-01,Medium,Performance Issue,10.0,4
TKT0005925,CUST01226,2025-05-21,High,General Question,12.0,5
TKT0005926,CUST01226,2025-10-07,Low,Billing,6.0,4
TKT0005927,CUST00345,2025-03-12,Low,Account Access,14.0,3
TKT0005928,CUST00345,2025-05-01,Low,Feature Request,8.0,4
TKT0005929,CUST00345,2025-06-28,Low,Billing,62.0,4
TKT0005930,CUST00345,2025-11-28,Medium,Account Access,5.0,5
TKT0005931,CUST00345,2024-09-21,Medium,Performance Issue,16.0,1
TKT0005932,CUST00345,2024-10-13,Low,Bug Report,37.0,3
TKT0005933,CUST01463,2024-10-10,Urgent,Bug Report,2.0,4
TKT0005934,CUST01463,2025-05-26,Low,Account Access,13.0,4
TKT0005935,CUST00332,2025-01-28,Medium,Bug Report,24.0,4
TKT0005936,CUST00332,2025-11-13,High,Billing,1.0,3
TKT0005937,CUST00332,2025-05-05,Low,Bug Report,6.0,3
TKT0005938,CUST00332,2025-09-05,Low,Billing,7.0,4
TKT0005939,CUST02041,2025-01-26,High,Onboarding Help,5.0,3
TKT0005940,CUST02041,2024-12-17,Low,Billing,16.0,5
TKT0005941,CUST02041,2025-03-27,High,Billing,15.0,1
TKT0005942,CUST02041,2025-04-21,Urgent,Bug Report,38.0,1
TKT0005943,CUST02773,2024-11-28,Urgent,General Question,65.0,3
TKT0005944,CUST02773,2024-11-27,Low,Performance Issue,24.0,4
TKT0005945,CUST02773,2025-04-21,High,Onboarding Help,44.0,1
TKT0005946,CUST02773,2025-01-31,Medium,Bug Report,4.0,5
TKT0005947,CUST02773,2025-03-20,High,Billing,38.0,2
TKT0005948,CUST02773,2025-05-01,Urgent,Billing,18.0,2
TKT0005949,CUST02773,2025-05-07,High,Billing,7.0,3
TKT0005950,CUST02773,2025-03-19,High,Billing,101.0,1
TKT0005951,CUST02773,2025-04-17,High,Bug Report,76.0,2
TKT0005952,CUST02292,2025-09-13,Low,Account Access,14.0,5
TKT0005953,CUST02292,2025-06-24,High,Account Access,7.0,5
TKT0005954,CUST02292,2025-10-14,Medium,Billing,47.0,5
TKT0005955,CUST02292,2025-04-11,Low,Billing,2.0,4
TKT0005956,CUST02292,2025-04-15,Medium,Billing,46.0,5
TKT0005957,CUST02292,2025-10-05,Medium,General Question,8.0,1
TKT0005958,CUST02292,2024-11-07,High,General Question,15.0,3
TKT0005959,CUST02292,2024-12-05,Low,Billing,18.0,2
TKT0005960,CUST02292,2024-12-21,Low,General Question,14.0,5
TKT0005961,CUST00306,2024-09-30,Low,Feature Request,29.0,4
TKT0005962,CUST00306,2025-08-28,Low,Billing,7.0,5
TKT0005963,CUST00306,2025-01-21,Urgent,Performance Issue,21.0,5
TKT0005964,CUST00306,2025-12-14,Medium,Billing,27.0,3
TKT0005965,CUST00306,2025-01-28,Medium,Feature Request,14.0,3
TKT0005966,CUST00306,2024-11-27,Low,Account Access,72.0,2
TKT0005967,CUST00306,2025-02-11,Low,Bug Report,34.0,5
TKT0005968,CUST01950,2024-11-25,Medium,Onboarding Help,7.0,4
TKT0005969,CUST01950,2025-03-12,Low,Bug Report,32.0,4
TKT0005970,CUST01950,2025-03-11,Urgent,Account Access,18.0,4
TKT0005971,CUST01950,2025-05-07,Low,Billing,17.0,5
TKT0005972,CUST01950,2025-09-14,Low,Feature Request,5.0,2
TKT0005973,CUST01950,2024-12-13,Medium,Performance Issue,15.0,5
TKT0005974,CUST01950,2025-10-05,Medium,Onboarding Help,6.0,4
TKT0005975,CUST01950,2025-08-14,High,Onboarding Help,18.0,5
TKT0005976,CUST02347,2024-09-30,Medium,Billing,29.0,2
TKT0005977,CUST02347,2025-10-04,Medium,Performance Issue,23.0,4
TKT0005978,CUST02347,2024-11-04,Medium,Bug Report,12.0,5
TKT0005979,CUST02347,2025-11-30,Low,Bug Report,6.0,5
TKT0005980,CUST02347,2025-12-10,Medium,Billing,64.0,3
TKT0005981,CUST02347,2025-10-18,High,Account Access,5.0,5
TKT0005982,CUST02347,2025-12-13,Medium,Feature Request,6.0,4
TKT0005983,CUST02347,2025-06-28,Low,Account Access,4.0,3
TKT0005984,CUST00782,2025-03-03,Medium,Bug Report,6.0,5
TKT0005985,CUST00782,2024-10-09,Low,Bug Report,52.0,1
TKT0005986,CUST00782,2024-10-28,High,Billing,3.0,3
TKT0005987,CUST00782,2025-03-30,High,Billing,5.0,1
TKT0005988,CUST00782,2025-03-16,High,Performance Issue,21.0,3
TKT0005989,CUST00782,2025-03-22,High,Billing,45.0,1
TKT0005990,CUST02349,2025-08-25,High,Performance Issue,3.0,4
TKT0005991,CUST02349,2025-09-10,Low,Performance Issue,14.0,3
TKT0005992,CUST02349,2025-04-02,Medium,Performance Issue,6.0,5
TKT0005993,CUST02349,2025-10-23,Medium,General Question,30.0,4
TKT0005994,CUST02349,2024-11-20,Medium,Billing,5.0,5
TKT0005995,CUST02349,2025-12-05,Medium,Performance Issue,6.0,5
TKT0005996,CUST02349,2025-10-14,High,Onboarding Help,4.0,3
TKT0005997,CUST00101,2025-01-14,Low,Onboarding Help,12.0,5
TKT0005998,CUST00101,2025-01-14,High,General Question,2.0,5
TKT0005999,CUST00101,2025-09-07,Low,Performance Issue,1.0,5
TKT0006000,CUST00101,2024-10-30,Low,Feature Request,32.0,4
TKT0006001,CUST01757,2024-09-19,Low,Bug Report,42.0,5
TKT0006002,CUST01757,2024-10-14,Medium,Onboarding Help,15.0,4
TKT0006003,CUST01757,2024-10-08,Low,Bug Report,10.0,5
TKT0006004,CUST01757,2024-10-19,Urgent,Performance Issue,5.0,1
TKT0006005,CUST01757,2024-10-09,Urgent,Performance Issue,4.0,1
TKT0006006,CUST01757,2024-10-22,High,Performance Issue,88.0,2
TKT0006007,CUST00600,2025-02-14,High,Account Access,1.0,2
TKT0006008,CUST00600,2025-12-08,Low,Billing,39.0,3
TKT0006009,CUST00600,2025-02-13,Low,Bug Report,30.0,4
TKT0006010,CUST00600,2024-12-14,High,Bug Report,6.0,5
TKT0006011,CUST00600,2025-01-26,Low,Bug Report,12.0,5
TKT0006012,CUST00600,2025-06-19,Low,Feature Request,11.0,4
TKT0006013,CUST00253,2025-05-17,Low,Bug Report,16.0,2
TKT0006014,CUST00253,2025-09-19,High,Bug Report,5.0,3
TKT0006015,CUST00253,2025-08-03,High,Performance Issue,3.0,4
TKT0006016,CUST00253,2025-06-03,Low,Bug Report,14.0,2
TKT0006017,CUST00253,2025-12-04,Low,Performance Issue,2.0,4
TKT0006018,CUST00253,2025-06-06,Low,Onboarding Help,12.0,4
TKT0006019,CUST00253,2025-09-28,Low,Feature Request,17.0,1
TKT0006020,CUST01486,2024-12-10,Low,Bug Report,46.0,4
TKT0006021,CUST01486,2025-02-21,Urgent,Billing,33.0,1
TKT0006022,CUST01486,2025-03-25,Urgent,Performance Issue,11.0,3
TKT0006023,CUST00637,2025-01-18,Medium,Bug Report,22.0,3
TKT0006024,CUST00637,2025-04-11,Low,Onboarding Help,5.0,5
TKT0006025,CUST00637,2025-12-05,Medium,General Question,3.0,1
TKT0006026,CUST02668,2024-10-17,Low,General Question,24.0,5
TKT0006027,CUST02668,2025-10-29,High,Account Access,20.0,5
TKT0006028,CUST02668,2025-08-15,High,Onboarding Help,9.0,4
TKT0006029,CUST02668,2025-05-24,Medium,General Question,7.0,4
TKT0006030,CUST02668,2024-10-28,Medium,General Question,14.0,4
TKT0006031,CUST02668,2025-03-12,High,Feature Request,5.0,5
TKT0006032,CUST02393,2025-03-04,Low,Performance Issue,4.0,5
TKT0006033,CUST02393,2024-11-15,Medium,Account Access,46.0,3
TKT0006034,CUST02393,2025-02-02,Low,Onboarding Help,24.0,3
TKT0006035,CUST02393,2025-09-19,Medium,Feature Request,28.0,4
TKT0006036,CUST02393,2024-12-02,Medium,Performance Issue,11.0,5
TKT0006037,CUST02393,2025-12-10,Low,Onboarding Help,101.0,4
TKT0006038,CUST01538,2025-08-10,High,Feature Request,15.0,4
TKT0006039,CUST01538,2025-10-26,High,Performance Issue,15.0,3
TKT0006040,CUST01538,2025-04-12,High,Feature Request,33.0,5
TKT0006041,CUST01538,2025-09-16,High,Onboarding Help,5.0,3
TKT0006042,CUST01538,2025-02-19,Low,Feature Request,5.0,4
TKT0006043,CUST01538,2024-12-16,Medium,Onboarding Help,49.0,5
TKT0006044,CUST01538,2025-11-25,High,Bug Report,17.0,5
TKT0006045,CUST01538,2025-03-22,High,Account Access,60.0,5
TKT0006046,CUST02578,2025-05-14,Low,Feature Request,13.0,4
TKT0006047,CUST02578,2025-01-01,Urgent,General Question,3.0,2
TKT0006048,CUST02578,2025-07-08,Medium,General Question,17.0,2
TKT0006049,CUST02578,2025-05-09,Low,Onboarding Help,18.0,4
TKT0006050,CUST02578,2024-10-04,Medium,Account Access,44.0,5
TKT0006051,CUST02578,2025-12-30,Low,Performance Issue,52.0,5
TKT0006052,CUST02578,2025-06-26,Medium,Performance Issue,7.0,3
TKT0006053,CUST00341,2025-01-24,Low,Performance Issue,8.0,5
TKT0006054,CUST00341,2025-02-05,Low,Account Access,25.0,3
TKT0006055,CUST00341,2024-11-06,Medium,Onboarding Help,17.0,5
TKT0006056,CUST00341,2024-12-14,High,Onboarding Help,12.0,4
TKT0006057,CUST00341,2025-03-01,High,Billing,70.0,2
TKT0006058,CUST00341,2025-01-29,High,Billing,57.0,2
TKT0006059,CUST00341,2025-02-18,Urgent,Bug Report,71.0,2
TKT0006060,CUST00341,2025-01-29,Urgent,Billing,71.0,3
TKT0006061,CUST01997,2024-12-15,Low,Feature Request,4.0,5
TKT0006062,CUST01997,2025-03-08,Low,Account Access,8.0,2
TKT0006063,CUST01997,2025-05-20,Medium,Performance Issue,3.0,2
TKT0006064,CUST01997,2025-02-01,Low,Performance Issue,13.0,2
TKT0006065,CUST01997,2025-03-12,Low,Onboarding Help,4.0,5
TKT0006066,CUST01360,2024-11-21,Low,Performance Issue,4.0,4
TKT0006067,CUST01360,2024-11-15,High,Performance Issue,2.0,5
TKT0006068,CUST01360,2025-04-11,High,General Question,5.0,5
TKT0006069,CUST01360,2025-02-21,Low,Bug Report,61.0,5
TKT0006070,CUST00540,2025-03-21,High,Account Access,3.0,4
TKT0006071,CUST00540,2024-09-23,Medium,Billing,15.0,4
TKT0006072,CUST00540,2024-12-13,Low,Bug Report,2.0,3
TKT0006073,CUST00540,2025-05-05,High,Performance Issue,18.0,1
TKT0006074,CUST00540,2025-04-17,Urgent,Bug Report,11.0,2
TKT0006075,CUST00540,2025-03-27,High,Performance Issue,29.0,2
TKT0006076,CUST00540,2025-04-17,Urgent,Bug Report,28.0,1
TKT0006077,CUST01644,2024-12-31,Low,Bug Report,15.0,5
TKT0006078,CUST01644,2024-10-19,Low,Billing,2.0,5
TKT0006079,CUST01644,2024-11-21,Low,Performance Issue,46.0,4
TKT0006080,CUST01644,2025-01-16,High,Billing,6.0,1
TKT0006081,CUST01644,2024-12-31,Urgent,Billing,54.0,1
TKT0006082,CUST01644,2024-12-29,High,Billing,7.0,1
TKT0006083,CUST02639,2025-03-05,Low,Billing,3.0,4
TKT0006084,CUST02639,2024-12-01,Low,Performance Issue,14.0,5
TKT0006085,CUST02639,2025-09-08,Low,General Question,15.0,4
TKT0006086,CUST02639,2025-03-23,Medium,Billing,17.0,2
TKT0006087,CUST00615,2025-05-28,Low,Feature Request,23.0,5
TKT0006088,CUST00615,2025-05-20,Low,Bug Report,17.0,4
TKT0006089,CUST00615,2024-12-25,Medium,Account Access,3.0,5
TKT0006090,CUST00615,2024-12-21,Low,Onboarding Help,3.0,2
TKT0006091,CUST00536,2024-10-14,Low,Account Access,2.0,1
TKT0006092,CUST00536,2025-04-28,Low,Onboarding Help,8.0,4
TKT0006093,CUST00536,2025-05-13,High,Bug Report,38.0,2
TKT0006094,CUST00536,2025-08-07,Low,Performance Issue,11.0,3
TKT0006095,CUST00536,2025-11-04,Medium,Billing,1.0,2
TKT0006096,CUST00751,2025-04-15,Low,General Question,52.0,5
TKT0006097,CUST00751,2024-12-14,Low,Onboarding Help,31.0,5
TKT0006098,CUST00751,2025-05-16,High,Bug Report,11.0,4
TKT0006099,CUST00751,2025-06-12,Medium,Account Access,4.0,3
TKT0006100,CUST01937,2024-12-30,Urgent,Account Access,18.0,4
TKT0006101,CUST01937,2025-03-12,Low,Bug Report,34.0,5
TKT0006102,CUST01937,2025-02-18,High,Account Access,1.0,5
TKT0006103,CUST01937,2025-01-22,High,Account Access,13.0,5
TKT0006104,CUST01937,2024-12-21,Low,Bug Report,19.0,4
TKT0006105,CUST01937,2024-12-16,Low,Billing,6.0,4
TKT0006106,CUST01937,2025-02-09,High,Billing,25.0,3
TKT0006107,CUST01937,2025-02-11,High,Bug Report,128.0,3
TKT0006108,CUST01937,2025-03-18,High,Billing,17.0,2
TKT0006109,CUST01937,2025-01-26,High,Billing,196.0,2
TKT0006110,CUST00021,2024-10-10,Low,General Question,14.0,4
TKT0006111,CUST00021,2025-02-19,Low,Billing,10.0,5
TKT0006112,CUST00021,2024-11-28,Low,General Question,7.0,5
TKT0006113,CUST00021,2025-01-09,High,Bug Report,11.0,1
TKT0006114,CUST00021,2025-02-19,High,Bug Report,47.0,1
TKT0006115,CUST00021,2024-12-23,High,Bug Report,6.0,3
TKT0006116,CUST01282,2025-01-30,High,Billing,38.0,5
TKT0006117,CUST01282,2025-02-21,Low,Onboarding Help,12.0,5
TKT0006118,CUST01282,2024-10-06,Medium,Account Access,4.0,2
TKT0006119,CUST01282,2025-06-09,Low,Performance Issue,25.0,5
TKT0006120,CUST01282,2025-12-03,Medium,Billing,15.0,4
TKT0006121,CUST01282,2025-05-28,Medium,Account Access,9.0,1
TKT0006122,CUST01282,2025-01-15,Low,Bug Report,6.0,5
TKT0006123,CUST01282,2024-12-22,Medium,Feature Request,10.0,2
TKT0006124,CUST01282,2025-03-31,Medium,Account Access,27.0,5
TKT0006125,CUST02059,2024-12-16,High,Bug Report,17.0,5
TKT0006126,CUST02059,2025-05-21,High,Bug Report,79.0,2
TKT0006127,CUST02059,2025-05-11,High,Performance Issue,58.0,1
TKT0006128,CUST00025,2024-10-23,High,Onboarding Help,7.0,3
TKT0006129,CUST00025,2024-09-29,Medium,Billing,35.0,5
TKT0006130,CUST00025,2025-05-10,Low,Performance Issue,23.0,5
TKT0006131,CUST00025,2025-10-03,High,Feature Request,2.0,4
TKT0006132,CUST00025,2025-11-05,High,General Question,36.0,1
TKT0006133,CUST00025,2025-08-25,High,Onboarding Help,69.0,2
TKT0006134,CUST00025,2025-09-27,Low,Bug Report,79.0,5
TKT0006135,CUST00064,2025-02-23,Medium,Account Access,20.0,4
TKT0006136,CUST00064,2025-01-08,Urgent,Bug Report,20.0,4
TKT0006137,CUST00064,2025-02-01,Medium,Bug Report,3.0,5
TKT0006138,CUST00064,2025-03-06,Medium,Bug Report,63.0,4
TKT0006139,CUST00064,2025-09-22,Urgent,Performance Issue,11.0,3
TKT0006140,CUST00064,2025-09-08,Medium,Bug Report,4.0,5
TKT0006141,CUST00064,2025-11-12,Medium,Account Access,35.0,5
TKT0006142,CUST00064,2025-07-21,Medium,Bug Report,25.0,4
TKT0006143,CUST00064,2025-10-04,High,Bug Report,31.0,5
TKT0006144,CUST00064,2025-06-12,Medium,Performance Issue,8.0,4
TKT0006145,CUST01221,2025-06-18,Urgent,Account Access,45.0,2
TKT0006146,CUST01221,2025-01-25,Urgent,Bug Report,6.0,3
TKT0006147,CUST01221,2024-11-25,Urgent,Onboarding Help,40.0,3
TKT0006148,CUST01221,2025-04-22,Low,Feature Request,2.0,3
TKT0006149,CUST01221,2025-01-17,Low,Bug Report,15.0,2
TKT0006150,CUST01221,2025-08-19,High,Performance Issue,74.0,1
TKT0006151,CUST01221,2025-06-29,High,Billing,27.0,1
TKT0006152,CUST01221,2025-08-07,High,Bug Report,8.0,1
TKT0006153,CUST01332,2025-08-20,Medium,Bug Report,43.0,3
TKT0006154,CUST01332,2024-10-25,Medium,General Question,32.0,5
TKT0006155,CUST01332,2025-10-19,Low,Onboarding Help,60.0,5
TKT0006156,CUST01332,2025-02-10,Low,Bug Report,20.0,4
TKT0006157,CUST01332,2025-08-30,High,Account Access,26.0,5
TKT0006158,CUST01377,2025-05-16,Low,Account Access,15.0,2
TKT0006159,CUST01377,2025-05-09,Urgent,Bug Report,30.0,4
TKT0006160,CUST01377,2024-09-27,Low,Performance Issue,26.0,3
TKT0006161,CUST01377,2024-09-29,Low,Onboarding Help,24.0,5
TKT0006162,CUST01377,2025-05-14,High,Feature Request,17.0,4
TKT0006163,CUST01377,2025-05-22,High,Billing,27.0,1
TKT0006164,CUST01377,2025-06-21,High,Billing,28.0,1
TKT0006165,CUST01377,2025-06-08,Urgent,Performance Issue,72.0,3
TKT0006166,CUST01377,2025-04-28,Urgent,Performance Issue,5.0,2
TKT0006167,CUST00515,2025-02-11,High,Performance Issue,89.0,2
TKT0006168,CUST00515,2025-02-22,Urgent,Performance Issue,38.0,1
TKT0006169,CUST01929,2024-12-19,Medium,Billing,37.0,5
TKT0006170,CUST01929,2025-03-05,Low,General Question,47.0,4
TKT0006171,CUST01929,2024-12-26,Medium,Feature Request,13.0,3
TKT0006172,CUST01929,2025-01-03,High,Bug Report,7.0,4
TKT0006173,CUST01929,2025-02-17,Urgent,Bug Report,99.0,1
TKT0006174,CUST01929,2025-02-08,Urgent,Billing,131.0,2
TKT0006175,CUST01929,2025-03-10,High,Billing,8.0,2
TKT0006176,CUST01929,2025-03-17,High,Performance Issue,7.0,2
TKT0006177,CUST02981,2025-02-23,Low,General Question,13.0,3
TKT0006178,CUST02981,2025-08-29,Urgent,Onboarding Help,62.0,4
TKT0006179,CUST01004,2025-08-10,Low,Billing,14.0,4
TKT0006180,CUST01004,2025-01-24,Urgent,Performance Issue,12.0,5
TKT0006181,CUST01004,2024-12-13,Low,Billing,1.0,4
TKT0006182,CUST01004,2025-03-13,Medium,Account Access,1.0,4
TKT0006183,CUST01004,2025-06-01,High,Account Access,64.0,3
TKT0006184,CUST01004,2025-03-07,High,General Question,12.0,4
TKT0006185,CUST01004,2025-04-02,Low,Feature Request,35.0,5
TKT0006186,CUST01004,2025-07-20,High,Billing,38.0,3
TKT0006187,CUST01004,2025-08-10,Urgent,Performance Issue,49.0,3
TKT0006188,CUST01828,2025-11-01,Medium,Account Access,22.0,5
TKT0006189,CUST01828,2024-12-29,Low,Feature Request,19.0,3
TKT0006190,CUST01828,2025-05-23,High,Billing,44.0,5
TKT0006191,CUST01828,2025-02-12,Low,General Question,1.0,3
TKT0006192,CUST01828,2025-06-07,Low,Bug Report,9.0,4
TKT0006193,CUST01828,2025-12-05,Urgent,Account Access,12.0,4
TKT0006194,CUST01828,2025-01-10,Low,Billing,10.0,5
TKT0006195,CUST01828,2025-07-13,Medium,General Question,10.0,1
TKT0006196,CUST01828,2025-06-30,Low,Onboarding Help,24.0,5
TKT0006197,CUST00062,2025-04-21,Low,Feature Request,11.0,4
TKT0006198,CUST00062,2025-07-01,High,Bug Report,26.0,1
TKT0006199,CUST00062,2025-01-01,Low,Feature Request,8.0,2
TKT0006200,CUST00062,2025-10-26,Low,Account Access,30.0,5
