subscription_id,customer_id,plan_tier,start_date,billing_cycle,mrr_amount,status,change_type
SUB001756,CUST01563,Starter,2024-01-15,Monthly,49,Active,New
SUB001757,CUST01564,Starter,2025-11-01,Monthly,36.75,Active,New
SUB001758,CUST01565,Starter,2024-12-12,Annual,49,Active,New
SUB001759,CUST01565,Growth,2025-06-12,Annual,199,Active,Upgrade
SUB001760,CUST01566,Enterprise,2024-10-10,Monthly,854.05,Active,New
SUB001761,CUST01567,Starter,2024-06-03,Monthly,39.2,Active,New
SUB001762,CUST01568,Starter,2025-06-19,Monthly,41.65,Active,New
SUB001763,CUST01569,Growth,2023-11-09,Monthly,199,Active,New
SUB001764,CUST01570,Growth,2025-02-11,Monthly,179.1,Active,New
SUB001765,CUST01570,Enterprise,2025-06-11,Monthly,809.1,Active,Upgrade
SUB001766,CUST01571,Starter,2025-08-14,Monthly,49,Active,New
SUB001767,CUST01572,Starter,2024-07-01,Monthly,44.1,Active,New
SUB001768,CUST01573,Starter,2023-05-07,Annual,49,Active,New
SUB001769,CUST01574,Enterprise,2024-10-19,Monthly,899,Active,New
SUB001770,CUST01575,Enterprise,2025-11-01,Monthly,764.15,Active,New
SUB001771,CUST01576,Growth,2024-11-22,Monthly,199,Active,New
SUB001772,CUST01577,Starter,2025-03-22,Monthly,39.2,Active,New
SUB001773,CUST01578,Enterprise,2024-11-28,Monthly,764.15,Active,New
SUB001774,CUST01579,Starter,2025-08-21,Monthly,49,Active,New
SUB001775,CUST01580,Starter,2025-02-09,Annual,41.65,Active,New
SUB001776,CUST01581,Growth,2024-08-09,Monthly,199,Active,New
SUB001777,CUST01582,Starter,2025-08-18,Monthly,49,Active,New
SUB001778,CUST01583,Enterprise,2025-03-14,Monthly,809.1,Active,New
SUB001779,CUST01584,Starter,2024-02-13,Monthly,49,Active,New
SUB001780,CUST01585,Starter,2024-05-01,Monthly,41.65,Cancelled,New
SUB001781,CUST01586,Growth,2025-09-23,Monthly,179.1,Active,New
SUB001782,CUST01587,Growth,2025-04-22,Annual,179.1,Active,New
SUB001783,CUST01588,Growth,2025-04-14,Monthly,189.05,Active,New
SUB001784,CUST01588,Enterprise,2025-08-14,Annual,854.05,Active,Upgrade
SUB001785,CUST01589,Starter,2025-10-12,Annual,49,Cancelled,New
SUB001786,CUST01590,Growth,2025-07-11,Monthly,179.1,Active,New
SUB001787,CUST01590,Starter,2025-10-11,Monthly,44.1,Active,Downgrade
SUB001788,CUST01591,Enterprise,2025-04-26,Monthly,899,Active,New
SUB001789,CUST01592,Growth,2025-09-06,Monthly,199,Active,New
SUB001790,CUST01592,Enterprise,2025-12-06,Monthly,899,Active,Upgrade
SUB001791,CUST01593,Enterprise,2024-02-24,Annual,899,Active,New
SUB001792,CUST01594,Starter,2023-08-14,Annual,49,Active,New
SUB001793,CUST01595,Enterprise,2024-04-10,Monthly,899,Cancelled,New
SUB001794,CUST01596,Starter,2025-07-27,Monthly,44.1,Active,New
SUB001795,CUST01597,Growth,2025-06-17,Monthly,189.05,Active,New
SUB001796,CUST01598,Enterprise,2025-01-13,Annual,764.15,Active,New
SUB001797,CUST01599,Enterprise,2024-08-14,Annual,764.15,Active,New
SUB001798,CUST01600,Starter,2025-01-14,Monthly,44.1,Cancelled,New
SUB001799,CUST01601,Starter,2024-01-02,Monthly,36.75,Active,New
SUB001800,CUST01602,Growth,2024-07-28,Annual,169.15,Active,New
SUB001801,CUST01603,Growth,2025-05-17,Monthly,199,Active,New
SUB001802,CUST01604,Growth,2025-05-05,Monthly,189.05,Active,New
SUB001803,CUST01605,Growth,2025-08-21,Monthly,179.1,Active,New
SUB001804,CUST01606,Growth,2024-06-27,Monthly,199,Active,New
SUB001805,CUST01606,Enterprise,2024-11-27,Annual,899,Active,Upgrade
SUB001806,CUST01607,Enterprise,2024-07-16,Monthly,854.05,Active,New
SUB001807,CUST01608,Starter,2025-09-18,Annual,46.55,Active,New
SUB001808,CUST01608,Growth,2025-12-18,Monthly,189.05,Active,Upgrade
SUB001809,CUST01609,Enterprise,2023-09-07,Annual,854.05,Cancelled,New
SUB001810,CUST01610,Growth,2023-08-09,Monthly,169.15,Active,New
SUB001811,CUST01611,Starter,2025-11-11,Annual,44.1,Cancelled,New
SUB001812,CUST01612,Growth,2024-07-04,Monthly,169.15,Active,New
SUB001813,CUST01613,Growth,2025-11-05,Monthly,199,Active,New
SUB001814,CUST01614,Growth,2024-10-08,Monthly,199,Cancelled,New
SUB001815,CUST01615,Starter,2025-07-13,Monthly,49,Active,New
SUB001816,CUST01616,Starter,2025-04-14,Monthly,44.1,Active,New
SUB001817,CUST01617,Growth,2024-06-12,Monthly,189.05,Cancelled,New
SUB001818,CUST01618,Growth,2025-07-11,Monthly,179.1,Active,New
SUB001819,CUST01619,Growth,2025-04-15,Annual,159.2,Active,New
SUB001820,CUST01620,Growth,2024-05-16,Annual,179.1,Active,New
SUB001821,CUST01621,Enterprise,2024-11-24,Monthly,764.15,Active,New
SUB001822,CUST01622,Growth,2025-02-12,Annual,199,Active,New
SUB001823,CUST01623,Starter,2025-11-18,Monthly,46.55,Active,New
SUB001824,CUST01624,Starter,2024-07-13,Monthly,46.55,Active,New
SUB001825,CUST01625,Starter,2024-02-08,Annual,49,Active,New
SUB001826,CUST01626,Growth,2025-10-29,Annual,169.15,Active,New
SUB001827,CUST01627,Growth,2025-11-16,Annual,199,Cancelled,New
SUB001828,CUST01628,Starter,2025-11-13,Annual,49,Active,New
SUB001829,CUST01629,Starter,2025-05-22,Annual,49,Active,New
SUB001830,CUST01630,Starter,2025-10-22,Annual,49,Active,New
SUB001831,CUST01631,Starter,2024-01-15,Annual,49,Active,New
SUB001832,CUST01632,Starter,2024-11-21,Annual,49,Active,New
SUB001833,CUST01633,Enterprise,2024-12-19,Monthly,899,Active,New
SUB001834,CUST01634,Starter,2025-06-16,Annual,46.55,Active,New
SUB001835,CUST01635,Enterprise,2025-02-06,Monthly,809.1,Active,New
SUB001836,CUST01635,Growth,2025-05-06,Monthly,179.1,Active,Downgrade
SUB001837,CUST01636,Starter,2025-07-12,Monthly,44.1,Active,New
SUB001838,CUST01637,Starter,2023-11-12,Monthly,36.75,Active,New
SUB001839,CUST01638,Starter,2025-10-30,Monthly,46.55,Cancelled,New
SUB001840,CUST01639,Enterprise,2024-10-09,Monthly,899,Active,New
SUB001841,CUST01640,Starter,2024-08-29,Monthly,49,Cancelled,New
SUB001842,CUST01641,Starter,2025-10-30,Monthly,41.65,Active,New
SUB001843,CUST01642,Starter,2023-10-21,Annual,49,Active,New
SUB001844,CUST01642,Growth,2024-05-21,Monthly,199,Active,Upgrade
SUB001845,CUST01643,Starter,2023-06-11,Annual,41.65,Active,New
SUB001846,CUST01644,Enterprise,2024-09-20,Monthly,809.1,Cancelled,New
SUB001847,CUST01645,Enterprise,2024-01-05,Monthly,899,Active,New
SUB001848,CUST01646,Growth,2024-02-20,Monthly,189.05,Active,New
SUB001849,CUST01647,Growth,2025-08-18,Annual,179.1,Active,New
SUB001850,CUST01648,Starter,2025-08-16,Annual,49,Active,New
SUB001851,CUST01649,Growth,2023-07-17,Monthly,169.15,Active,New
SUB001852,CUST01650,Growth,2025-04-18,Monthly,149.25,Active,New
SUB001853,CUST01651,Enterprise,2023-05-16,Monthly,899,Active,New
SUB001854,CUST01652,Enterprise,2025-11-21,Monthly,854.05,Active,New
SUB001855,CUST01653,Growth,2025-07-28,Monthly,179.1,Active,New
SUB001856,CUST01654,Starter,2024-11-04,Monthly,46.55,Active,New
SUB001857,CUST01655,Starter,2023-11-14,Monthly,41.65,Active,New
SUB001858,CUST01656,Growth,2024-12-20,Annual,199,Active,New
SUB001859,CUST01657,Starter,2025-09-28,Annual,44.1,Cancelled,New
SUB001860,CUST01658,Growth,2023-06-21,Annual,199,Active,New
SUB001861,CUST01658,Starter,2024-11-21,Monthly,49,Active,Downgrade
SUB001862,CUST01659,Growth,2023-11-16,Monthly,189.05,Active,New
SUB001863,CUST01660,Enterprise,2025-05-22,Monthly,899,Active,New
SUB001864,CUST01661,Growth,2025-06-29,Annual,199,Active,New
SUB001865,CUST01661,Enterprise,2025-09-29,Monthly,899,Active,Upgrade
SUB001866,CUST01662,Starter,2024-10-12,Monthly,49,Active,New
SUB001867,CUST01663,Starter,2023-08-02,Monthly,46.55,Active,New
SUB001868,CUST01664,Enterprise,2025-07-21,Monthly,809.1,Cancelled,New
SUB001869,CUST01665,Starter,2024-06-03,Monthly,46.55,Active,New
SUB001870,CUST01666,Growth,2025-10-13,Monthly,169.15,Active,New
SUB001871,CUST01667,Growth,2025-08-21,Monthly,179.1,Active,New
SUB001872,CUST01668,Growth,2025-02-06,Monthly,199,Active,New
SUB001873,CUST01669,Growth,2024-05-03,Annual,179.1,Active,New
SUB001874,CUST01670,Growth,2023-08-14,Monthly,179.1,Active,New
SUB001875,CUST01671,Starter,2025-09-17,Monthly,46.55,Active,New
SUB001876,CUST01672,Starter,2025-03-09,Monthly,49,Active,New
SUB001877,CUST01673,Growth,2024-07-03,Monthly,199,Active,New
SUB001878,CUST01673,Starter,2025-02-03,Monthly,49,Active,Downgrade
SUB001879,CUST01674,Growth,2025-08-14,Monthly,179.1,Active,New
SUB001880,CUST01675,Starter,2024-11-30,Monthly,49,Cancelled,New
SUB001881,CUST01676,Starter,2024-06-26,Monthly,49,Active,New
SUB001882,CUST01677,Starter,2025-06-02,Annual,39.2,Active,New
SUB001883,CUST01678,Growth,2024-10-08,Monthly,179.1,Active,New
SUB001884,CUST01678,Enterprise,2025-08-08,Monthly,809.1,Active,Upgrade
SUB001885,CUST01679,Growth,2025-11-11,Monthly,199,Active,New
SUB001886,CUST01680,Growth,2025-01-10,Monthly,169.15,Active,New
SUB001887,CUST01681,Growth,2025-04-13,Monthly,199,Active,New
SUB001888,CUST01682,Starter,2024-07-12,Monthly,46.55,Cancelled,New
SUB001889,CUST01683,Starter,2024-10-23,Monthly,49,Active,New
SUB001890,CUST01684,Growth,2025-04-05,Monthly,169.15,Active,New
SUB001891,CUST01684,Enterprise,2025-09-05,Monthly,764.15,Active,Upgrade
SUB001892,CUST01685,Growth,2024-06-27,Monthly,189.05,Active,New
SUB001893,CUST01685,Enterprise,2024-10-27,Monthly,854.05,Active,Upgrade
SUB001894,CUST01686,Starter,2025-11-24,Monthly,49,Active,New
SUB001895,CUST01687,Starter,2023-11-02,Annual,36.75,Cancelled,New
SUB001896,CUST01688,Starter,2023-07-08,Monthly,49,Cancelled,New
SUB001897,CUST01689,Growth,2025-05-28,Monthly,199,Cancelled,New
SUB001898,CUST01690,Enterprise,2025-09-20,Monthly,809.1,Active,New
SUB001899,CUST01691,Starter,2025-06-21,Annual,46.55,Cancelled,New
SUB001900,CUST01692,Starter,2024-11-18,Monthly,39.2,Active,New
SUB001901,CUST01693,Enterprise,2024-08-10,Monthly,764.15,Active,New
SUB001902,CUST01694,Starter,2025-03-02,Monthly,41.65,Active,New
SUB001903,CUST01695,Growth,2025-01-06,Monthly,179.1,Active,New
SUB001904,CUST01696,Growth,2025-05-25,Annual,179.1,Active,New
SUB001905,CUST01697,Starter,2025-10-26,Monthly,39.2,Active,New
SUB001906,CUST01698,Starter,2025-02-25,Monthly,49,Cancelled,New
SUB001907,CUST01699,Growth,2025-01-24,Monthly,169.15,Active,New
SUB001908,CUST01700,Enterprise,2025-03-26,Monthly,854.05,Active,New
SUB001909,CUST01701,Growth,2024-08-20,Monthly,199,Active,New
SUB001910,CUST01702,Growth,2025-04-21,Monthly,169.15,Cancelled,New
SUB001911,CUST01703,Starter,2025-07-01,Monthly,49,Active,New
SUB001912,CUST01704,Growth,2025-10-24,Monthly,179.1,Active,New
SUB001913,CUST01705,Starter,2024-04-03,Monthly,49,Active,New
SUB001914,CUST01706,Starter,2025-08-10,Monthly,41.65,Active,New
SUB001915,CUST01707,Enterprise,2025-03-27,Annual,809.1,Active,New
SUB001916,CUST01707,Growth,2025-09-27,Annual,179.1,Active,Downgrade
SUB001917,CUST01708,Starter,2025-10-05,Monthly,49,Active,New
SUB001918,CUST01709,Growth,2025-08-22,Monthly,189.05,Active,New
SUB001919,CUST01710,Growth,2024-11-11,Monthly,189.05,Active,New
SUB001920,CUST01710,Enterprise,2025-07-11,Monthly,854.05,Active,Upgrade
SUB001921,CUST01711,Enterprise,2025-05-24,Monthly,899,Active,New
SUB001922,CUST01712,Enterprise,2025-04-20,Monthly,899,Active,New
SUB001923,CUST01713,Starter,2025-05-29,Monthly,44.1,Active,New
SUB001924,CUST01714,Enterprise,2025-10-12,Monthly,854.05,Cancelled,New
SUB001925,CUST01715,Starter,2024-08-26,Annual,49,Active,New
SUB001926,CUST01715,Growth,2025-01-26,Monthly,199,Active,Upgrade
SUB001927,CUST01716,Enterprise,2024-04-24,Monthly,899,Active,New
SUB001928,CUST01717,Growth,2025-10-04,Annual,179.1,Active,New
SUB001929,CUST01718,Starter,2025-07-30,Annual,49,Active,New
SUB001930,CUST01719,Growth,2024-12-05,Annual,179.1,Active,New
SUB001931,CUST01720,Starter,2024-10-20,Monthly,41.65,Active,New
SUB001932,CUST01721,Starter,2025-09-22,Monthly,46.55,Active,New
SUB001933,CUST01722,Starter,2024-07-20,Monthly,46.55,Cancelled,New
SUB001934,CUST01723,Starter,2025-11-27,Monthly,49,Active,New
SUB001935,CUST01724,Enterprise,2024-01-06,Annual,899,Active,New
SUB001936,CUST01725,Growth,2025-02-17,Monthly,169.15,Active,New
SUB001937,CUST01726,Starter,2025-09-22,Monthly,49,Active,New
SUB001938,CUST01727,Growth,2023-08-20,Monthly,189.05,Active,New
SUB001939,CUST01728,Enterprise,2025-01-16,Monthly,899,Cancelled,New
SUB001940,CUST01729,Enterprise,2024-08-15,Annual,764.15,Active,New
SUB001941,CUST01730,Growth,2023-12-25,Monthly,189.05,Active,New
SUB001942,CUST01731,Growth,2024-06-27,Monthly,179.1,Active,New
SUB001943,CUST01731,Starter,2025-05-27,Annual,44.1,Active,Downgrade
SUB001944,CUST01732,Starter,2024-05-31,Monthly,41.65,Active,New
SUB001945,CUST01732,Growth,2025-03-31,Annual,169.15,Active,Upgrade
SUB001946,CUST01733,Starter,2023-08-22,Monthly,46.55,Active,New
SUB001947,CUST01734,Growth,2024-04-30,Annual,199,Active,New
SUB001948,CUST01735,Enterprise,2025-02-14,Monthly,764.15,Active,New
SUB001949,CUST01736,Starter,2025-06-30,Annual,49,Active,New
SUB001950,CUST01737,Starter,2024-04-28,Monthly,49,Active,New
SUB001951,CUST01738,Growth,2023-12-17,Monthly,189.05,Active,New
SUB001952,CUST01739,Starter,2024-08-04,Annual,49,Active,New
SUB001953,CUST01740,Enterprise,2025-04-17,Annual,764.15,Active,New
SUB001954,CUST01741,Enterprise,2024-09-29,Monthly,809.1,Active,New
SUB001955,CUST01742,Starter,2025-02-18,Monthly,49,Active,New
SUB001956,CUST01743,Starter,2025-06-03,Annual,49,Active,New
SUB001957,CUST01743,Growth,2025-10-03,Annual,199,Active,Upgrade
SUB001958,CUST01744,Growth,2025-06-19,Monthly,159.2,Cancelled,New
SUB001959,CUST01745,Starter,2024-06-19,Monthly,46.55,Active,New
SUB001960,CUST01746,Growth,2024-06-13,Monthly,169.15,Active,New
SUB001961,CUST01747,Starter,2024-07-23,Monthly,49,Cancelled,New
SUB001962,CUST01748,Growth,2023-12-04,Annual,189.05,Active,New
SUB001963,CUST01749,Growth,2024-12-28,Monthly,179.1,Active,New
SUB001964,CUST01750,Growth,2024-01-16,Annual,199,Active,New
SUB001965,CUST01751,Growth,2024-07-22,Monthly,199,Active,New
SUB001966,CUST01752,Starter,2024-10-03,Monthly,41.65,Active,New
SUB001967,CUST01753,Growth,2025-03-04,Monthly,159.2,Active,New
SUB001968,CUST01754,Starter,2024-02-22,Monthly,49,Active,New
SUB001969,CUST01755,Starter,2025-03-26,Monthly,49,Active,New
SUB001970,CUST01756,Growth,2024-06-30,Annual,159.2,Active,New
SUB001971,CUST01757,Starter,2024-09-16,Monthly,49,Cancelled,New
SUB001972,CUST01758,Starter,2025-07-13,Annual,46.55,Cancelled,New
SUB001973,CUST01759,Growth,2024-03-12,Annual,199,Active,New
SUB001974,CUST01760,Growth,2025-02-20,Monthly,199,Active,New
SUB001975,CUST01761,Growth,2025-02-02,Monthly,159.2,Active,New
SUB001976,CUST01762,Growth,2025-08-02,Monthly,189.05,Active,New
SUB001977,CUST01763,Starter,2025-09-13,Annual,49,Active,New
SUB001978,CUST01764,Growth,2024-10-29,Monthly,199,Active,New
SUB001979,CUST01765,Growth,2024-02-22,Monthly,179.1,Active,New
SUB001980,CUST01766,Growth,2024-10-04,Monthly,179.1,Active,New
SUB001981,CUST01767,Starter,2025-07-06,Annual,46.55,Cancelled,New
SUB001982,CUST01768,Starter,2025-04-14,Monthly,41.65,Active,New
SUB001983,CUST01769,Growth,2024-07-12,Monthly,159.2,Active,New
SUB001984,CUST01769,Enterprise,2025-10-12,Monthly,719.2,Active,Upgrade
SUB001985,CUST01770,Growth,2025-05-30,Annual,199,Active,New
SUB001986,CUST01771,Growth,2023-08-02,Monthly,189.05,Active,New
SUB001987,CUST01772,Starter,2023-11-03,Annual,46.55,Cancelled,New
SUB001988,CUST01773,Starter,2025-09-21,Monthly,46.55,Active,New
SUB001989,CUST01774,Enterprise,2025-04-01,Annual,764.15,Active,New
SUB001990,CUST01775,Growth,2025-06-07,Monthly,199,Cancelled,New
SUB001991,CUST01776,Starter,2024-10-08,Monthly,49,Active,New
SUB001992,CUST01777,Growth,2023-08-18,Monthly,199,Active,New
SUB001993,CUST01778,Growth,2025-06-23,Monthly,199,Active,New
SUB001994,CUST01779,Starter,2025-11-21,Monthly,41.65,Active,New
SUB001995,CUST01780,Starter,2025-04-10,Annual,49,Active,New
SUB001996,CUST01780,Growth,2025-09-10,Annual,199,Active,Upgrade
SUB001997,CUST01781,Growth,2025-08-09,Monthly,169.15,Active,New
SUB001998,CUST01781,Enterprise,2025-11-09,Monthly,764.15,Active,Upgrade
SUB001999,CUST01782,Growth,2025-05-12,Monthly,189.05,Active,New
SUB002000,CUST01783,Starter,2025-09-27,Annual,46.55,Active,New
SUB002001,CUST01784,Starter,2025-09-05,Monthly,49,Active,New
SUB002002,CUST01785,Starter,2025-05-03,Annual,44.1,Active,New
SUB002003,CUST01785,Growth,2025-10-03,Monthly,179.1,Active,Upgrade
SUB002004,CUST01786,Starter,2024-04-13,Monthly,44.1,Active,New
SUB002005,CUST01787,Starter,2024-04-22,Monthly,44.1,Active,New
SUB002006,CUST01788,Growth,2025-10-08,Annual,189.05,Active,New
SUB002007,CUST01789,Starter,2025-09-23,Monthly,39.2,Active,New
SUB002008,CUST01790,Growth,2025-10-27,Monthly,199,Active,New
SUB002009,CUST01791,Starter,2023-04-09,Annual,49,Cancelled,New
SUB002010,CUST01792,Starter,2025-09-16,Monthly,49,Active,New
SUB002011,CUST01793,Starter,2025-01-11,Monthly,49,Cancelled,New
SUB002012,CUST01794,Growth,2025-07-15,Monthly,189.05,Active,New
SUB002013,CUST01795,Growth,2024-08-15,Monthly,189.05,Cancelled,New
SUB002014,CUST01796,Enterprise,2025-07-06,Monthly,809.1,Active,New
SUB002015,CUST01797,Enterprise,2025-05-17,Monthly,899,Active,New
SUB002016,CUST01798,Growth,2025-11-02,Monthly,159.2,Cancelled,New
SUB002017,CUST01799,Starter,2024-10-14,Monthly,49,Active,New
SUB002018,CUST01800,Growth,2025-11-20,Monthly,189.05,Active,New
SUB002019,CUST01801,Growth,2025-07-09,Annual,199,Cancelled,New
SUB002020,CUST01802,Starter,2025-04-10,Monthly,44.1,Cancelled,New
SUB002021,CUST01803,Growth,2023-12-12,Monthly,199,Active,New
SUB002022,CUST01804,Growth,2025-08-27,Annual,189.05,Active,New
SUB002023,CUST01805,Growth,2025-02-05,Monthly,199,Cancelled,New
SUB002024,CUST01806,Starter,2024-02-02,Annual,44.1,Active,New
SUB002025,CUST01807,Growth,2024-11-03,Monthly,159.2,Active,New
SUB002026,CUST01807,Starter,2025-08-03,Monthly,39.2,Active,Downgrade
SUB002027,CUST01808,Starter,2025-09-14,Annual,49,Active,New
SUB002028,CUST01809,Starter,2025-11-19,Monthly,49,Cancelled,New
SUB002029,CUST01810,Growth,2025-04-05,Annual,169.15,Active,New
SUB002030,CUST01811,Growth,2023-09-06,Annual,199,Active,New
SUB002031,CUST01812,Starter,2024-06-28,Monthly,49,Cancelled,New
SUB002032,CUST01813,Enterprise,2025-08-06,Annual,899,Active,New
SUB002033,CUST01814,Starter,2025-02-19,Monthly,49,Active,New
SUB002034,CUST01815,Enterprise,2024-12-21,Monthly,764.15,Active,New
SUB002035,CUST01816,Starter,2025-07-30,Annual,44.1,Active,New
SUB002036,CUST01817,Starter,2024-10-06,Monthly,41.65,Active,New
SUB002037,CUST01817,Growth,2025-02-06,Annual,169.15,Active,Upgrade
SUB002038,CUST01818,Starter,2025-11-21,Monthly,44.1,Cancelled,New
SUB002039,CUST01819,Growth,2025-02-07,Monthly,199,Active,New
SUB002040,CUST01820,Starter,2023-12-16,Annual,49,Cancelled,New
SUB002041,CUST01821,Growth,2024-09-30,Annual,199,Cancelled,New
SUB002042,CUST01822,Growth,2025-08-26,Annual,199,Active,New
SUB002043,CUST01823,Starter,2025-03-15,Monthly,46.55,Active,New
SUB002044,CUST01824,Starter,2025-11-24,Annual,36.75,Cancelled,New
SUB002045,CUST01825,Enterprise,2025-05-30,Annual,764.15,Active,New
SUB002046,CUST01825,Growth,2025-10-30,Monthly,169.15,Active,Downgrade
SUB002047,CUST01826,Enterprise,2025-04-25,Monthly,899,Active,New
SUB002048,CUST01827,Enterprise,2025-03-02,Monthly,854.05,Cancelled,New
SUB002049,CUST01828,Starter,2024-09-29,Monthly,44.1,Active,New
SUB002050,CUST01829,Starter,2025-11-12,Monthly,49,Active,New
SUB002051,CUST01830,Starter,2024-12-08,Monthly,44.1,Cancelled,New
SUB002052,CUST01831,Starter,2024-03-04,Annual,49,Active,New
SUB002053,CUST01832,Starter,2025-04-27,Monthly,41.65,Cancelled,New
SUB002054,CUST01833,Enterprise,2025-08-03,Monthly,854.05,Active,New
SUB002055,CUST01834,Growth,2024-04-23,Monthly,199,Active,New
SUB002056,CUST01834,Enterprise,2025-10-23,Annual,899,Active,Upgrade
SUB002057,CUST01835,Growth,2023-08-11,Monthly,199,Active,New
SUB002058,CUST01836,Growth,2025-08-19,Monthly,199,Active,New
SUB002059,CUST01837,Growth,2024-02-01,Annual,189.05,Active,New
SUB002060,CUST01837,Enterprise,2024-09-01,Monthly,854.05,Active,Upgrade
SUB002061,CUST01838,Growth,2023-01-13,Annual,159.2,Active,New
SUB002062,CUST01839,Enterprise,2025-10-29,Annual,809.1,Active,New
SUB002063,CUST01840,Growth,2025-11-11,Monthly,179.1,Active,New
SUB002064,CUST01841,Enterprise,2025-04-23,Monthly,764.15,Active,New
SUB002065,CUST01842,Growth,2025-06-16,Annual,179.1,Active,New
SUB002066,CUST01843,Growth,2023-11-02,Monthly,179.1,Active,New
SUB002067,CUST01844,Starter,2025-10-17,Monthly,41.65,Active,New
SUB002068,CUST01845,Starter,2025-03-10,Annual,49,Active,New
SUB002069,CUST01845,Growth,2025-06-10,Monthly,199,Active,Upgrade
SUB002070,CUST01846,Enterprise,2025-10-07,Monthly,809.1,Active,New
SUB002071,CUST01847,Starter,2025-10-26,Annual,41.65,Active,New
SUB002072,CUST01848,Growth,2024-01-10,Annual,199,Active,New
SUB002073,CUST01848,Enterprise,2025-01-10,Annual,899,Active,Upgrade
SUB002074,CUST01849,Growth,2025-06-23,Monthly,199,Active,New
SUB002075,CUST01850,Enterprise,2025-01-11,Annual,764.15,Cancelled,New
SUB002076,CUST01851,Starter,2024-07-19,Annual,49,Active,New
SUB002077,CUST01852,Starter,2024-04-19,Monthly,36.75,Active,New
SUB002078,CUST01852,Growth,2025-08-19,Monthly,149.25,Active,Upgrade
SUB002079,CUST01853,Growth,2025-06-17,Annual,169.15,Active,New
SUB002080,CUST01854,Growth,2024-08-20,Monthly,199,Active,New
SUB002081,CUST01855,Growth,2025-06-02,Monthly,199,Active,New
SUB002082,CUST01855,Enterprise,2025-09-02,Monthly,899,Active,Upgrade
SUB002083,CUST01856,Growth,2025-03-16,Monthly,199,Cancelled,New
SUB002084,CUST01857,Growth,2025-07-07,Monthly,199,Active,New
SUB002085,CUST01858,Growth,2025-08-31,Monthly,199,Active,New
SUB002086,CUST01859,Enterprise,2025-03-14,Monthly,809.1,Active,New
SUB002087,CUST01860,Enterprise,2025-08-21,Monthly,674.25,Active,New
SUB002088,CUST01861,Starter,2025-09-14,Annual,49,Active,New
SUB002089,CUST01862,Starter,2025-07-13,Monthly,46.55,Active,New
SUB002090,CUST01863,Starter,2025-06-29,Monthly,49,Active,New
SUB002091,CUST01864,Growth,2024-11-08,Annual,179.1,Active,New
SUB002092,CUST01864,Enterprise,2025-10-08,Monthly,809.1,Active,Upgrade
SUB002093,CUST01865,Starter,2025-05-04,Monthly,46.55,Active,New
SUB002094,CUST01866,Enterprise,2024-06-05,Monthly,854.05,Active,New
SUB002095,CUST01866,Growth,2025-09-05,Monthly,189.05,Active,Downgrade
SUB002096,CUST01867,Starter,2025-01-04,Monthly,41.65,Cancelled,New
SUB002097,CUST01868,Growth,2025-11-19,Monthly,199,Active,New
SUB002098,CUST01869,Enterprise,2025-09-12,Annual,764.15,Active,New
SUB002099,CUST01870,Enterprise,2025-09-23,Annual,899,Active,New
SUB002100,CUST01871,Starter,2025-09-30,Monthly,41.65,Cancelled,New
SUB002101,CUST01872,Growth,2024-04-11,Annual,159.2,Cancelled,New
SUB002102,CUST01873,Growth,2024-12-18,Monthly,179.1,Active,New
SUB002103,CUST01874,Starter,2025-08-23,Monthly,41.65,Active,New
SUB002104,CUST01875,Starter,2023-10-01,Monthly,41.65,Active,New
SUB002105,CUST01876,Starter,2024-12-10,Monthly,41.65,Active,New
SUB002106,CUST01876,Growth,2025-09-10,Monthly,169.15,Active,Upgrade
SUB002107,CUST01877,Growth,2025-04-10,Monthly,189.05,Active,New
SUB002108,CUST01878,Enterprise,2024-08-06,Monthly,764.15,Active,New
SUB002109,CUST01879,Enterprise,2024-07-05,Monthly,809.1,Active,New
SUB002110,CUST01880,Starter,2025-01-18,Monthly,49,Active,New
SUB002111,CUST01881,Growth,2025-03-29,Annual,179.1,Active,New
SUB002112,CUST01882,Starter,2025-03-12,Annual,49,Active,New
SUB002113,CUST01883,Starter,2025-07-25,Monthly,41.65,Cancelled,New
SUB002114,CUST01884,Growth,2024-08-04,Monthly,199,Active,New
SUB002115,CUST01884,Enterprise,2025-02-04,Annual,899,Active,Upgrade
SUB002116,CUST01885,Enterprise,2025-04-13,Annual,764.15,Cancelled,New
SUB002117,CUST01886,Growth,2025-09-13,Annual,189.05,Cancelled,New
SUB002118,CUST01887,Growth,2025-06-25,Annual,199,Cancelled,New
SUB002119,CUST01888,Starter,2024-06-29,Annual,49,Active,New
SUB002120,CUST01888,Growth,2025-07-29,Monthly,199,Active,Upgrade
SUB002121,CUST01889,Starter,2024-07-08,Monthly,49,Active,New
SUB002122,CUST01890,Starter,2025-07-03,Monthly,46.55,Cancelled,New
SUB002123,CUST01891,Growth,2024-03-20,Monthly,199,Active,New
SUB002124,CUST01892,Starter,2025-09-27,Monthly,41.65,Active,New
SUB002125,CUST01893,Starter,2025-07-15,Monthly,46.55,Active,New
SUB002126,CUST01894,Enterprise,2025-10-16,Monthly,899,Active,New
SUB002127,CUST01895,Starter,2025-10-03,Monthly,41.65,Active,New
SUB002128,CUST01896,Growth,2025-10-02,Monthly,199,Active,New
SUB002129,CUST01897,Starter,2025-05-03,Monthly,41.65,Cancelled,New
SUB002130,CUST01898,Growth,2024-05-11,Annual,189.05,Active,New
